2021-06-27 23:06:819 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 20:06:69 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 20:06:105 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //button[@type='submit']]
2021-06-28 20:06:284 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 20:06:545 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //select[@id='userSelect']]
2021-06-28 20:06:753 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> id: currency]
2021-06-28 20:06:941 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 20:06:235 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //button[@class='btn home']]
2021-06-28 20:06:358 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 20:06:521 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (cc9a6bdb40248859c31480e3a28ec173)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:729 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:135 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:155 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:322 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:53 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:236 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:480 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:549 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:867 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:558 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:881 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> id: currency]
2021-06-28 21:06:193 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:545 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:683 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:224 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (007ba149521c7a68c276869bace0412e)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:883 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:117 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:288 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:953 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:102 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:292 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:326 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:550 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:195 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:429 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> id: currency]
2021-06-28 21:06:666 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:138 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:297 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:839 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:141 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:254 INFO  CustomerLoginPage :35 - Verify Logout Tab displayed [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:331 INFO  CustomerLoginPage :51 - Verify Log out text [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:635 INFO  CustomerLoginPage :41 - Clicking on Log out button [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 21:06:714 INFO  CustomerLoginPage :46 - Verify text displayed        ---Your Name---
 
       Hermoine Granger
Harry Potter
Ron Weasly
Albus Dumbledore
Neville Longbottom
Virat Mehta
     
2021-06-28 21:06:751 INFO  CustomerLoginPage :57 - Verify your name text [[ChromeDriver: chrome on WINDOWS (37edbc4e1ab41354116d94964b74f5c6)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 21:06:201 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:710 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:29 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:835 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:45 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:279 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:479 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:728 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:550 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:870 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> id: currency]
2021-06-28 21:06:134 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:496 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:633 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:175 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (af69ef677056bcc5b094201cfe22a93c)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:993 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:855 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:129 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:885 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:70 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:278 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:318 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:531 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:234 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:498 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> id: currency]
2021-06-28 21:06:767 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:99 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:251 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:794 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:125 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:389 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-28 21:06:678 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //input[@placeholder='amount']]
2021-06-28 21:06:860 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //button[@class='btn btn-default']]
2021-06-28 21:06:904 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (17821a7109dd281cd62f985aed464318)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 21:06:783 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:405 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:705 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:401 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:596 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:830 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 21:06:279 INFO  AddCustomerPage :45 - Clicking on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[@type='submit']]
2021-06-28 21:06:551 INFO  BankManagerLoginPage :28 - Clicking on open account tab [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[normalize-space()='Open Account']]
2021-06-28 21:06:248 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:527 INFO  OpenAccountPage :38 - Select currency from drop down [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> id: currency]
2021-06-28 21:06:804 INFO  OpenAccountPage :44 - Clicking on process Button [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 21:06:126 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:267 INFO  HomePage :27 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 21:06:800 INFO  OpenAccountPage :31 - Select value from dropdown[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //select[@id='userSelect']]
2021-06-28 21:06:177 INFO  CustomerLoginPage :29 - Clicking on Customer Login link[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 21:06:440 INFO  AccountPage :45 - Clicking On Deposit Button :[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[contains(text(),'Deposit')]]
2021-06-28 21:06:761 INFO  AccountPage :51 - Entering Amount To Deposit : 100in deposit field : [[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //input[@placeholder='amount']]
2021-06-28 21:06:924 INFO  AccountPage :59 - Clicking on Deposit Button :[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[@class='btn btn-default']]
2021-06-28 21:06:964 INFO  AccountPage :65 - Getting Deposit Successful Message :[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 21:06:126 INFO  HomePage :39 - Clicking on home button link[[ChromeDriver: chrome on WINDOWS (f78f1a3d69d0a6e410c5678c854ffcd2)] -> xpath: //button[@class='btn home']]
2021-06-28 21:06:862 INFO  BasePage :30 - Launching Chrome Browser 
2021-06-28 21:06:694 INFO  HomePage :33 - Clicking on bank manager Login link[[ChromeDriver: chrome on WINDOWS (b8ac8d8099c1414a352ff20adc9eb2ff)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 21:06:848 INFO  BankManagerLoginPage :22 - Clicking on Add to Customer tab [[ChromeDriver: chrome on WINDOWS (b8ac8d8099c1414a352ff20adc9eb2ff)] -> xpath: //button[normalize-space()='Add Customer']]
2021-06-28 21:06:853 INFO  AddCustomerPage :28 - Entering first name : Virat to first name field : [[ChromeDriver: chrome on WINDOWS (b8ac8d8099c1414a352ff20adc9eb2ff)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 21:06:15 INFO  AddCustomerPage :34 - Entering last name : Mehta to last name field : [[ChromeDriver: chrome on WINDOWS (b8ac8d8099c1414a352ff20adc9eb2ff)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 21:06:234 INFO  AddCustomerPage :40 - Entering post code: NW9 9HN to post code field : [[ChromeDriver: chrome on WINDOWS (b8ac8d8099c1414a352ff20adc9eb2ff)] -> xpath: //input[@placeholder='Post Code']]
